drug,conc,units,channel,block
domperidone,2000,nM,hERG,107.887
domperidone,2000,nM,hERG,101.746
domperidone,20,nM,INaL,25.865
domperidone,200,nM,INaL,21.795
domperidone,200,nM,INaL,17.839
domperidone,200,nM,INa,1.594
domperidone,20,nM,hERG,49.653
domperidone,20,nM,hERG,50.697
domperidone,200,nM,hERG,95.608
domperidone,20000,nM,INa,72.572
domperidone,20000,nM,INa,82.686
domperidone,20000,nM,INa,93.554
domperidone,20,nM,INaL,22.629
domperidone,20,nM,INaL,-6.292
domperidone,20,nM,INa,-16.306
domperidone,20,nM,INaL,23.587
domperidone,20,nM,hERG,50.552
domperidone,200,nM,hERG,97.355
domperidone,200,nM,INa,-21.108
domperidone,200,nM,INa,38.104
domperidone,2000,nM,INa,9.714
domperidone,2000,nM,hERG,100.668
domperidone,200,nM,hERG,92.729
domperidone,200,nM,hERG,96.742
domperidone,2000,nM,hERG,100.564
domperidone,200,nM,INa,-1.396
domperidone,20,nM,INa,-10.518
domperidone,2000,nM,INa,10.008
domperidone,20,nM,INa,5.133
domperidone,2000,nM,INa,24.708
domperidone,20,nM,INa,-1.144
nifedipine,7.7,nM,ICaL,3.531
nifedipine,7700,nM,ICaL,85.222
nifedipine,7.7,nM,ICaL,6.364
nifedipine,7.7,nM,ICaL,20.023
nifedipine,7.7,nM,ICaL,55.511
nifedipine,77,nM,ICaL,73.173
nifedipine,77,nM,INaL,0.421
nifedipine,7700,nM,ICaL,86.206
nifedipine,7.7,nM,INaL,11.929
nifedipine,7.7,nM,INaL,0.139
nifedipine,7.7,nM,INaL,8.201
nifedipine,7.7,nM,INaL,16.005
nifedipine,77,nM,INaL,14.663
nifedipine,77,nM,INaL,9.558
nifedipine,77,nM,INaL,23.437
nifedipine,7700,nM,INaL,85.683
nifedipine,77,nM,ICaL,64.712
nifedipine,77,nM,ICaL,71.498
nifedipine,51100,nM,INa,56.558
nifedipine,77,nM,ICaL,61.06
nifedipine,51100,nM,INa,35.024
nifedipine,51100,nM,INa,72.194
nifedipine,51100,nM,INaL,101.024
nifedipine,7700,nM,ICaL,97.725
nifedipine,7700,nM,ICaL,100.91
nifedipine,77,nM,INa,-3.055
nifedipine,77,nM,INa,-1.104
nifedipine,7700,nM,INa,5.122
nifedipine,7700,nM,INa,8.769
nifedipine,77,nM,hERG,2.503
nifedipine,51100,nM,INa,67.173
nifedipine,7.7,nM,INa,3.035
nifedipine,7.7,nM,INa,-17.509
nifedipine,7.7,nM,INa,3.703
nifedipine,7.7,nM,INa,-0.898
nifedipine,77,nM,INa,-10.726
nifedipine,7.7,nM,hERG,13.908
nifedipine,7.7,nM,hERG,7.178
nifedipine,7.7,nM,hERG,9.225
nifedipine,7.7,nM,hERG,7.745
nifedipine,77,nM,hERG,11.375
nifedipine,51100,nM,INaL,98.86
nifedipine,7700,nM,INaL,88.475
nifedipine,7700,nM,INaL,82.398
nifedipine,7700,nM,INaL,87.645
nifedipine,51100,nM,hERG,63.194
nifedipine,7700,nM,hERG,18.088
nifedipine,51100,nM,INaL,93.698
nifedipine,51100,nM,INaL,95.817
nifedipine,51100,nM,ICaL,103.762
nifedipine,51100,nM,ICaL,106.612
nifedipine,51100,nM,ICaL,89.856
nifedipine,51100,nM,ICaL,104.816
nifedipine,77,nM,hERG,11.476
nifedipine,7700,nM,hERG,20.274
nifedipine,7700,nM,hERG,19.149
nifedipine,77,nM,hERG,13.534
nifedipine,51100,nM,hERG,62.192
nifedipine,7700,nM,hERG,15.225
nifedipine,51100,nM,hERG,66.697
nifedipine,51100,nM,hERG,71.006
nitrendipine,30200,nM,ICaL,106.296
nitrendipine,3.02,nM,ICaL,-6.296
nitrendipine,3.02,nM,INa,1.772
nitrendipine,3.02,nM,INa,1.2
nitrendipine,3.02,nM,INa,-19.508
nitrendipine,30200,nM,ICaL,104.495
nitrendipine,30.2,nM,INaL,12.294
nitrendipine,30.2,nM,INaL,12.762
nitrendipine,30200,nM,ICaL,106.801
nitrendipine,3.02,nM,ICaL,10.411
nitrendipine,3.02,nM,ICaL,0.497
nitrendipine,30.2,nM,ICaL,33.615
nitrendipine,30.2,nM,ICaL,37.186
nitrendipine,30.2,nM,ICaL,-8.245
nitrendipine,30.2,nM,ICaL,4.799
nitrendipine,3020,nM,ICaL,77.415
nitrendipine,3020,nM,ICaL,72.979
nitrendipine,3020,nM,ICaL,67.551
nitrendipine,3020,nM,ICaL,60.01
nitrendipine,30200,nM,ICaL,98.096
nitrendipine,30200,nM,hERG,80.833
nitrendipine,3.02,nM,ICaL,10.441
nitrendipine,3020,nM,INa,13.155
nitrendipine,3020,nM,INa,4.107
nitrendipine,3020,nM,INa,5.547
nitrendipine,3020,nM,INa,50.501
nitrendipine,30200,nM,INa,79.618
nitrendipine,30200,nM,INa,65.331
nitrendipine,3.02,nM,INa,-17.094
nitrendipine,3.02,nM,INaL,1.504
nitrendipine,3.02,nM,INaL,2.773
nitrendipine,3.02,nM,INaL,8.749
nitrendipine,30.2,nM,INa,8.209
nitrendipine,3.02,nM,hERG,6.074
nitrendipine,3.02,nM,hERG,2.571
nitrendipine,30.2,nM,INaL,4.188
nitrendipine,30.2,nM,INaL,7.014
nitrendipine,3020,nM,INaL,88.207
nitrendipine,3020,nM,INaL,88.475
nitrendipine,30200,nM,INa,85.014
nitrendipine,30200,nM,INa,83.519
nitrendipine,30200,nM,INaL,98.065
nitrendipine,30200,nM,INaL,94.629
nitrendipine,30200,nM,INaL,94.629
nitrendipine,30200,nM,hERG,72.979
nitrendipine,30200,nM,hERG,84.793
nitrendipine,30.2,nM,hERG,5.512
nitrendipine,30.2,nM,hERG,-2.263
nitrendipine,3020,nM,INaL,90.831
nitrendipine,3.02,nM,hERG,-3.423
nitrendipine,30200,nM,INaL,90.088
nitrendipine,3020,nM,hERG,17.515
nitrendipine,30.2,nM,INa,-19.444
nitrendipine,3020,nM,INaL,84.988
nitrendipine,3.02,nM,hERG,4.5
nitrendipine,3020,nM,hERG,19.881
nitrendipine,3020,nM,hERG,17.335
nitrendipine,30.2,nM,INa,0.494
nitrendipine,30.2,nM,hERG,18.154
nitrendipine,30.2,nM,hERG,20.475
nitrendipine,30200,nM,hERG,84.83
nitrendipine,3020,nM,hERG,2.054
disopyramide,70,nM,ICaL,-15.312
disopyramide,70,nM,ICaL,-32.827
disopyramide,70,nM,hERG,12.936
disopyramide,70,nM,hERG,5.947
disopyramide,70,nM,ICaL,23.113
disopyramide,700,nM,ICaL,-1.629
disopyramide,700,nM,ICaL,15.891
disopyramide,70,nM,hERG,5.031
disopyramide,70,nM,ICaL,1.248
disopyramide,70,nM,hERG,22.376
disopyramide,70000,nM,hERG,107.321
disopyramide,70000,nM,hERG,103.8
disopyramide,70000,nM,ICaL,52.069
disopyramide,700,nM,hERG,49.649
disopyramide,700,nM,hERG,42.536
disopyramide,700,nM,hERG,41.619
disopyramide,700,nM,ICaL,9.634
disopyramide,7000,nM,ICaL,5.044
disopyramide,7000,nM,ICaL,8.6
disopyramide,7000,nM,ICaL,6.52
disopyramide,70000,nM,hERG,107.063
disopyramide,700,nM,INa,-8.916
disopyramide,700,nM,INa,-0.678
disopyramide,700,nM,INa,-3.388
disopyramide,70000,nM,ICaL,32.786
disopyramide,70000,nM,ICaL,50.237
disopyramide,70000,nM,ICaL,26.707
disopyramide,700,nM,hERG,36.909
disopyramide,7000,nM,hERG,91.777
disopyramide,7000,nM,hERG,81.546
disopyramide,7000,nM,hERG,85.332
disopyramide,7000,nM,hERG,86.932
disopyramide,70000,nM,hERG,112.958
disopyramide,70000,nM,INaL,64.969
disopyramide,70000,nM,INaL,79.87
disopyramide,70,nM,INaL,-3.176
disopyramide,70,nM,INaL,13.956
disopyramide,7000,nM,INa,15.447
disopyramide,7000,nM,INa,-6.914
disopyramide,7000,nM,INa,5.438
disopyramide,7000,nM,INa,35.77
disopyramide,70000,nM,INa,50.417
disopyramide,70000,nM,INa,61.412
disopyramide,70000,nM,INa,33.581
disopyramide,70000,nM,INa,49.499
disopyramide,70000,nM,INaL,77.326
disopyramide,70,nM,INa,-8.624
disopyramide,700,nM,INa,-6.935
disopyramide,70,nM,INaL,-1.977
disopyramide,700,nM,INaL,13.725
disopyramide,700,nM,INaL,21.293
disopyramide,700,nM,INaL,1.293
disopyramide,700,nM,INaL,7.014
disopyramide,7000,nM,INaL,25.452
disopyramide,7000,nM,INaL,36.586
disopyramide,7000,nM,INaL,27.64
disopyramide,7000,nM,INaL,29.06
disopyramide,70000,nM,INaL,67.265
disopyramide,70,nM,INa,-3.642
disopyramide,70,nM,INaL,3.824
disopyramide,70,nM,INa,-2.264
disopyramide,70,nM,INa,38.503
pimozide,4.3,nM,INa,-2.006
pimozide,0.43,nM,INa,0.305
pimozide,0.43,nM,hERG,-14.073
pimozide,0.43,nM,hERG,-10.291
pimozide,0.43,nM,INaL,11.944
pimozide,0.43,nM,hERG,5.176
pimozide,4.3,nM,hERG,3.006
pimozide,4.3,nM,hERG,3.305
pimozide,0.43,nM,hERG,-5.821
pimozide,4.3,nM,hERG,3.462
pimozide,0.43,nM,INa,-7.424
pimozide,0.43,nM,INa,-13.229
pimozide,0.43,nM,INa,-7.901
pimozide,4.3,nM,ICaL,4.263
pimozide,0.43,nM,INaL,-4.092
pimozide,0.43,nM,INaL,-0.015
pimozide,0.43,nM,INaL,13.889
pimozide,4.3,nM,INaL,11.918
pimozide,4.3,nM,INaL,8.385
pimozide,0.43,nM,ICaL,-5.824
pimozide,0.43,nM,ICaL,5.289
pimozide,0.43,nM,ICaL,-24.887
pimozide,0.43,nM,ICaL,-17.639
pimozide,4.3,nM,ICaL,-22.464
pimozide,4.3,nM,ICaL,4.102
pimozide,43,nM,hERG,36.091
pimozide,43,nM,hERG,43.57
pimozide,43,nM,hERG,47.911
pimozide,430,nM,hERG,99.875
pimozide,4.3,nM,INa,-13.333
pimozide,4.3,nM,INa,-5.767
pimozide,4.3,nM,INa,-8.277
pimozide,43,nM,INa,-1.56
pimozide,43,nM,INa,-8.856
pimozide,43,nM,INa,-1.328
pimozide,43,nM,INa,3.526
pimozide,4.3,nM,hERG,1.147
pimozide,43,nM,hERG,55.277
pimozide,430,nM,INa,8.853
pimozide,430,nM,INa,0.863
pimozide,430,nM,INa,-8.876
pimozide,430,nM,INaL,27.447
pimozide,430,nM,hERG,98.328
pimozide,430,nM,hERG,103.319
pimozide,430,nM,hERG,96.209
pimozide,430,nM,ICaL,58.509
pimozide,430,nM,ICaL,24.468
pimozide,430,nM,ICaL,55.64
pimozide,430,nM,ICaL,57.454
pimozide,43,nM,INaL,16.005
pimozide,430,nM,INa,-9.226
pimozide,43,nM,INaL,-1.977
pimozide,43,nM,INaL,13.062
pimozide,43,nM,INaL,-1.243
pimozide,430,nM,INaL,16.32
pimozide,43,nM,ICaL,-18.462
pimozide,43,nM,ICaL,36.895
pimozide,43,nM,ICaL,3.937
pimozide,4.3,nM,INaL,-13.512
pimozide,4.3,nM,INaL,-3.938
pimozide,430,nM,INaL,16.861
pimozide,430,nM,INaL,18.771
ondansetron,300,nM,ICaL,28.39018686
ondansetron,300,nM,ICaL,16.93627274
ondansetron,300,nM,ICaL,10.35835123
ondansetron,300,nM,ICaL,20.01247646
ondansetron,1000,nM,ICaL,37.2129597
ondansetron,1000,nM,ICaL,0.655240545
ondansetron,1000,nM,ICaL,9.53017548
ondansetron,1000,nM,ICaL,-0.076575345
ondansetron,1000,nM,ICaL,-5.942001341
ondansetron,3000,nM,ICaL,24.19790072
ondansetron,3000,nM,ICaL,5.900221566
ondansetron,3000,nM,ICaL,4.802335864
ondansetron,3000,nM,ICaL,45.34593581
ondansetron,10000,nM,ICaL,18.84332735
ondansetron,10000,nM,ICaL,10.20457721
ondansetron,10000,nM,ICaL,-9.620226048
ondansetron,10000,nM,ICaL,27.52292937
ondansetron,10000,nM,ICaL,20.4367325
ondansetron,10000,nM,ICaL,44.06125283
bepridil,9,nM,ICaL,-16.98364667
bepridil,9,nM,ICaL,-2.986221809
bepridil,9,nM,ICaL,-6.937087691
bepridil,9,nM,ICaL,20.72683729
bepridil,9,nM,ICaL,-1.122721395
bepridil,9,nM,ICaL,42.81786248
bepridil,30,nM,ICaL,-17.71567717
bepridil,30,nM,ICaL,23.17497937
bepridil,30,nM,ICaL,-14.6363687
bepridil,30,nM,ICaL,38.82756006
bepridil,30,nM,ICaL,13.30938286
bepridil,90,nM,ICaL,-17.87499959
bepridil,90,nM,ICaL,1.070891192
bepridil,90,nM,ICaL,-17.40767526
bepridil,90,nM,ICaL,5.633943885
bepridil,300,nM,ICaL,21.88174741
bepridil,300,nM,ICaL,2.794607293
bepridil,300,nM,ICaL,42.32505823
bepridil,300,nM,ICaL,-23.97270591
bepridil,300,nM,ICaL,26.45790299
chlorpromazine,90,nM,ICaL,-4.900768802
chlorpromazine,90,nM,ICaL,-0.776992066
chlorpromazine,90,nM,ICaL,7.191351806
chlorpromazine,90,nM,ICaL,5.089872804
chlorpromazine,90,nM,ICaL,-2.373575125
chlorpromazine,90,nM,ICaL,19.85787441
chlorpromazine,300,nM,ICaL,13.61298041
chlorpromazine,300,nM,ICaL,5.783936357
chlorpromazine,300,nM,ICaL,-27.51658636
chlorpromazine,300,nM,ICaL,12.80229332
chlorpromazine,300,nM,ICaL,-1.679309249
chlorpromazine,300,nM,ICaL,-6.548142463
chlorpromazine,900,nM,ICaL,-34.91242696
chlorpromazine,900,nM,ICaL,23.41377919
chlorpromazine,900,nM,ICaL,7.623221846
